benchmark	mode	source_sha256	compiled_sha256	binary_sha256	probe_binary_sha256	interpreter_free	entry_await_sites	execution_context_type	callable_context_helper	callable_context_param_sites	linked_callable_helper	call_value_fast_calls	await_calls	run_status	verifier_status	stdout_sha256
future_await_race	experimental	7950a425ac6225a577d7c234395ee4293d5c89c2ddfcb19fd87732e8d4d0335b	72a91043c11cba0a05a646b9c6f2845a84b4b34042c321f862759b10950c6de8	0602f407adc65ecaf0df9f7749963b56ddcd00e2509a6c3aeec215ba27823582	8b397adf2a8c6535c0b8fe144c3647a6e5179699b37cb70a89c16e77c5a30905	true	2	1	1	512	true	954	192	pass	pass	33297798eeb96d6d471a6afe97ec8a8bf09eda0ce30e13917aed1db40fb930e4
await_channel_mux	experimental	31bd5d760fff06cdd813c5520f961fbaadb5222908608f2630c183c8598f5b0c	5971b39b350969c2d27c71e1a258eb902d4920e0a834e7877192012119448de8	c0045ea251df61a6b8fd4b0975a3d8ec19301f0ad6865e2e5d791884cdabbebe	94b5519a1b859cc5fa22d2edab2cb3e18ed109bc940eb7c958f4f517fe02201c	true	2	1	1	771	true	9216	1024	pass	pass	0a32fa2e9481ecb635562079d993288d911326d9f36aeea0d9d3058d1a494693
mutex_await_journal	experimental	3d17db99f2a06f2d87868dcb00e129d6f0cb18d4209b329e09bac281adaf8696	3f8cbdfd9a08ea15a4ccde26b30234fc179b445658a78fd451d8821ffc1540ae	33857bb74b658109a9c62d2a532bcb44b8924b793fcfd9ce40dfed67eaf072e2	a40131533842df9c541d93b1a4ddc71a552917a916425a31a5885101781c48e3	true	1	1	1	519	true	8549	2048	pass	pass	e6f87830a6a1bb1bf3889a6b77eae053bfd3630055a06dd8fd500201586bf61e
mutex_work_queue	experimental	8341715e210cd8342a49c32dd2d9ba01331f893b680e8a418f5ee2542a456113	7e3c6c2615bcfa63c4589c38238fe91ed39045e2e8132b0a3c408d52cc255cca	6021cc204021534b3d85240868dad6b7a75bcdde7e13485e8e3d596770bf0309	93991a9d204752925c61e9e20d13ba7aff9a70abead93a66bbd237d4b7bb9667	true	1	1	1	731	true	17200	4096	pass	pass	57d3c0d15899da95d375a749cfe34dcc6942eb82a45427f197b9244b85ff8e58
